tmdb_id,tmdb_type,imdb_id,Name,Gender,Birthday,Deathday,AKA,Department,Place_birth,Popularity,Biography
37946,person,nm0845209,Aitana Sánchez-Gijón,1,1968-11-05,,"['Aitana Sanchez Gijo', 'Aitana Sanchez Gijon', 'Aitana Sánchez Gijón', 'Aitana Sanchez-Gijon', 'Aitana Sánchez-Gijón de Angelis', 'Айтана Санчес-Хихон', '埃塔娜·桑切斯·吉永']",Acting,"Rome, Lazio, Italy",5.865,"From Wikipedia, the free encyclopedia  Aitana Sánchez-Gijón (born 5 November 1968 in Rome, Italy) is a Spanish-Italian film actress.  Best known for playing dramatic roles in Spain, Sánchez-Gijón is known in the United States for her portrayal of Victoria Aragon, a pregnant and abandoned Mexican-American winegrower's daughter who is helped by travelling salesman Paul Sutton (Keanu Reeves) in A Walk in the Clouds (1995). She has since built a reputation as an international star in films such as Manuel Gomez Pereira's Boca a Boca (1996), Bigas Luna's The Chambermaid on the Titanic (1997), Jaime Chavarri's Sus Ojos Se Cerraron (1998), Gabriele Salvatores' adaptation of the Niccolò Ammaniti novel I'm not scared (2003) and Brad Anderson's The Machinist (2004).  Description above from the Wikipedia article Aitana Sánchez-Gijón, licensed under CC-BY-SA, full list of contributors on Wikipedia."
1285392,person,nm0600257,Álex Montoya,0,,,[],Directing,,0.069,
1149068,person,nm2025290,Mar Coll,1,,,[],Directing,Barcelona,0.379,
16973,person,nm0093081,Icíar Bollaín,1,1967-06-12,,"['Icíar Bollaín Pére', 'Icíar Bollaín Pérez-Mínguez']",Directing,"Madrid, Madrid, Spain",2.419,"Icíar Bollaín Pérez-Mínguez (born June 12, 1967; Madrid) is a Spanish actress, director and writer.  Her father was an aeronautical engineer and her mother was a music teacher. She made her début when she was 15 years old. She is a member of the Academia Española de Cinematografía. She began her work in cinema at the age of fourteen as part of the cast in Victor Erice's film El Sur (1983). Since then she has acted in fourteen films.  Hola, estas sola? (Hi, are you alone? in English) (1995) was her first feature film as director, a story about two young girls who dream of finding an earthly paradise, and undertake a long trip towards the sea. Flores de otro mundo (Flowers from another world in English) (1999) was her second feature film, which she co-wrote with Julio Llamazares. It is the story of four women who travel to rural Spain with the hopes of finding love. Her latest film as writer and director is Te Doy Mis Ojos (I'll give you my eyes in English) (2003) which won seven Goya awards including Best Film. The movie is about the abusive marriage relationship between Pilar and Antonio. Her 2010 film Even the Rain was selected as the Spanish entry for the Best Foreign Language Film at the 83rd Academy Awards. In January 2011, the film made the final nine shortlist."
1179639,person,nm3040373,Isa Campo,1,,,[],Writing,,0.637,
2044869,person,nm5231416,Juan Jesús García Galocha,2,1978-01-01,,"['J.J. García Galocha ""Galo""', 'Galo García Galocha', 'JJ García Galocha ""Galo""', 'J.J. García Galocha ""Gallo""', 'J.J. García Galocha', 'JJ García Galocha']",Art,"Sevilla, Spain",0.584,
1385568,person,nm3433064,Pedro Solís,2,1968-10-15,,['Pedro Solís García'],Production,"Barcelona, Catalonia, Spain",0.584,
1362766,person,nm2952186,Jaime Ortiz de Artiñano,0,,,[],Production,,0.344,
27452,person,nm0757661,Ignacio Salazar-Simpson,0,,,[],Production,,0.651,
1133339,person,nm0309027,Jordi Gasull,0,,,[],Writing,,2.083,
2044881,person,nm7864046,Ricardo Marco Budé,0,,,['Ricardo Marco'],Production,,0.654,
1344142,person,nm0637013,Toni Novella,0,,,[],Production,,0.644,
1081336,person,nm1226774,Adán Aliaga,0,,,[],Directing,,0.001,
2419752,person,nm2978174,Łukasz Kacprowicz,2,,,['Lukasz Kacprowicz'],Directing,,0.001,"Łukasz Kacprowicz is a Polish director. In 2004, he co-founded GS Animation with Robert Jaszczurowski and Marcin Wasilewski."
1459419,person,nm5159658,Alba Sotorra,1,1980-05-22,,['Alba Sotorra Clua'],Directing,"Reus, Tarragona, Cataluña, Spain",1.628,"Alba Sotorra Clúa (Reus, Tarragona, May 22, 1980) is a film director, independent producer and Spanish video artist.  She studied for a degree in film production at the Complutense University of Madrid, and a Master's degree in Mediterranean Cultural Studies at the Rovira i Virgili University in Tarragona. She continues her professional video postgraduate training and has participated in several documentary workshops, including SOURCES2 through MEDIA (2008), Berlinale Talent Campus (2011), IDFA Academy (2012), Dok Leipzig NetLab (2013), Medimed Cross-media Training (2014) and Dok.Incubator (2014).  As an independent producer, she develops her work with experience in filming abroad. Her works present human stories from a personal point of view and intend to open spaces for reflection. She has worked around the world, in Afghanistan, Bosnia, Cuba, the United States, Guatemala, England, Iran, Pakistan, Puerto Rico, Turkey, Qatar, and Syria.  She has organized the «Espai Líquid», a video, music and performance festival in Tarragona and actively participates in the Ixmucane NGO in Guatemala that supports Mayan girls so they can study.  In 2015-2016 she worked on a transmedia project on climate engineering and also on a documentary about subversive maternities."
1078616,person,nm1050535,Salvador Simó,2,1975-03-01,,"['Salvador Simo', 'Salvador Simó Busom']",Directing,"Barcellona, Spagna",2.975,
2463885,person,nm6206178,Fu Ruoqing,2,1964-01-01,,"['Ruoqing Fu', '傅若清']",Production,,1.163,
1150404,person,nm1982968,Larry Levene,0,,,[],Directing,,0.001,
2267536,person,nm8813915,Cesar Zelada,0,,,[],Production,,0.037,
1157587,person,nm3930122,David Baute,0,,,[],Directing,,0.008,
31409,person,nm0733730,Edmon Roch,2,,,['Edmond Roch'],Production,"Girona, Girona, Catalonia, Spain",3.559,
1425691,person,nm0538037,Steve Majaury,0,,,['Steven Majaury'],Directing,,0.286,
1563107,person,nm4385418,Nacho La Casa,2,,,[],Directing,,0.962,
3040800,person,nm4734236,Lorena Ares,1,,,['Lorena Ares Lago'],Directing,,0.001,"Lorena Ares is a Spanish animation director. She  graduated in Fine Arts and began her career in animation in 2001 as part of the animation team of Dygrafilms.  In 2011, she began working together with Carlos Fdez de Vigo at Moonbite Studios. In 2018, after moving to Pamplona, Fdez de Vigo and Ares  set up their own brand, Dr. Platypus & Ms. Wombat."
53230,person,nm1136120,Fernando Franco,2,,,['Fernando Franco García'],Editing,"Sevilla, Spain",1.532,"Fernando Franco García (1976), is a Spanish film director, writer and editor, winner of the Goya Award in 2014 as a new director for the film 'La herida' and nominated for the Goya Award for the editing of the film 'Blancanieves', in 2013."
1142842,person,nm1119672,Elías León Siminiani,2,,,"['Elías Siminiani', 'Elías León', 'León Siminiani']",Directing,"San Sebastián, Spain",0.018,
1496040,person,nm4774420,Ainhoa Ramírez,0,,,[],Acting,,0.001,
1483444,person,nm1970567,Isabel Herguera,1,1961-01-01,,['Исабель Эргера'],Directing,"San Sebastián, Spain",1.195,"Isabel Herguera (born in 1961; San Sebastian) is a Spanish animation filmmaker and producer. Alternates her directing work with teaching. Graduate from Bilbao's Faculty of Fine Arts and from the Kunstakademie Düsseldorf (Germany), she took an MA in Animation at the California Institute of the Arts(CALARTS) in the USA."
236693,person,nm0523592,Mabel Lozano,1,1967-12-28,,[],Acting,"Toledo, España",2.377,
1116672,person,nm2055719,Chelo Loureiro,0,,,[],Production,,0.001,
131587,person,nm2857166,Víctor Monigote,0,,,[],Acting,,0.123,
1193617,person,nm1234866,Inbal Weinberg,1,,,['InBal Weinberg'],Art,"Las Vegas, Nevada, USA",1.675,
1143014,person,nm1094908,Javier Alvariño,0,,,[],Art,,0.031,
1467032,person,nm1868854,Pepe Domínguez del Olmo,0,,,[],Art,,0.001,
1330072,person,nm2401924,Miguel Ángel Rebollo,0,,,[],Art,,0.001,
1439846,person,nm1302961,Isaac Vila,2,,,[],Camera,,0.004,
582924,person,nm1880996,Eduard Grau,2,1981-01-01,,"['Edu Grau', 'Eduardo Grau']",Camera,"Barcelona, Catalonia, Spain",0.338,
72677,person,nm0005855,Javier Salmones,2,,,[],Camera,,0.252,
1578866,person,nm1966322,Gris Jordana,0,,,[],Camera,,0.001,
3657,person,nm0197257,Bina Daigeler,0,,,"[' Sabina Daigeler', 'Sabine Daigeler ']",Costume & Make-Up,,1.88,
1386234,person,nm6507799,Rafael Moles,0,,,[],Directing,,0.001,
550068,person,nm1644484,Arūnas Matelis,0,,,[],Directing,,0.001,
1386232,person,nm6507801,José Andreu,0,,,[],Directing,,0.001,
1124203,person,nm2757258,Almudena Carracedo,1,,,[],Directing,,0.711,
1124204,person,nm1147094,Robert Bahar,2,,,[],Writing,,0.487,
140853,person,nm0679154,Chema de la Peña,2,,,[],Directing,,0.591,
1491153,person,nm2110181,Paco Ortiz,0,,,[],Directing,,0.001,
1169148,person,nm1945161,Carlo D'Ursi,2,1978-01-01,,[],Acting,"Bari, Italy",0.197,
1659438,person,nm7410448,Elena López Riera,1,,,[],Directing,"Orihuela, España",0.056,
1467060,person,nm1872753,David Epiney,0,,,[],Production,,0.001,
15604,person,nm0749593,Nacho Ruiz Capillas,2,,,[],Editing,,1.177,
968298,person,nm0303922,Mercedes Gamero,0,,,[],Production,,1.192,
1462270,person,nm0579057,Javier Méndez,2,,,['Javier Méndez Zori'],Production,,0.367,
1892587,person,nm0615537,Hernán Musaluppi,2,,,[],Production,,1.089,
26269,person,nm2396645,Simón de Santiago,0,,,[],Production,,0.134,
1414862,person,nm2986701,Bernat Saumell,2,,,[],Acting,,2.364,
582255,person,nm1665932,Kike Maíllo,2,1975-06-03,,[],Directing,"Barcellona, Spagna",0.839,
3723056,person,nm8479403,Ana Eiras,1,,,[],Production,,0.001,
1200444,person,nm1738082,Dani de la Orden,2,1989-06-02,,[],Directing,"Barcelona, Spain",1.746,
1302761,person,nm2694061,Toni Carrizosa,0,,,[],Production,,0.001,
1168308,person,nm1555894,Alberto Aranda,0,,,[],Writing,,0.08,
1437266,person,nm1288758,Karol Tornaria,0,,,[],Costume & Make-Up,,0.001,
1330586,person,nm0743709,Morag Ross,0,,,[],Costume & Make-Up,,1.639,
1482130,person,nm0306323,Manolo García,2,,,['Manuel Garcia'],Costume & Make-Up,"Valencia, Spain",0.577,
2154691,person,nm4652831,Tono Garzón,2,,,[],Costume & Make-Up,,0.001,
1223424,person,nm0012558,Elisabeth Adánez,0,,,[],Costume & Make-Up,,0.353,
25230,person,nm0812960,Karmele Soler,0,,,[],Costume & Make-Up,,0.355,
1335126,person,nm0246692,Nacho Díaz,2,,,[],Costume & Make-Up,,0.169,
405,person,nm0407076,Alberto Iglesias,2,1955-10-21,,[],Sound,"Donostia-San Sebastián, Guipúzcoa, País Vasco, Spain",1.337,"Alberto Iglesias Fernández-Berridi (born 21 October 1955) is a Spanish composer. He was first noticed as a score composer for Spanish films, mostly from Pedro Almodóvar and Julio Medem. His career became more international with time and he eventually started to work also in Hollywood. Since then, he has been nominated four times for an Academy Award for his work in the films The Constant Gardener (2005), The Kite Runner (2007), Tinker Tailor Soldier Spy (2011), and Parallel Mothers (2021). His other film credits include soundtracks for Steven Soderbergh's Che. and Hossein Amini's The Two Faces of January (2014). Iglesias also has worked for ballet and has done other classical music work."
1544272,person,nm4723660,Arturo Cardelús,0,,,[],Sound,,0.575,
51897,person,nm1302939,Fernando Velázquez,2,1976-11-27,,['Fernando Velazquez'],Sound,"Getxo, Spain",1.031,
236339,person,nm1299481,Sergio de la Puente,2,,,[],Sound,,0.001,
1119139,person,nm1703899,Arnau Bataller,0,,,[],Sound,,1.645,
1439986,person,nm4485092,Eduard Sola,0,,,['Edu Sola'],Writing,,3.323,
54528,person,nm1157609,Alberto Marini,2,1972-09-03,,"['Beto Marini', 'Beto Bussi']",Writing,"Turin, Italy",5.156,
1152634,person,nm2201717,Marcel Barrena,2,1981-10-15,,[],Directing,"Barcelona, Catalonia, Spain",2.973,"Marcel Barrena is a Spanish film writer, director and producer."
1211122,person,nm3306640,Amèlia Mora,0,,,[],Writing,,0.002,
1130539,person,nm1531686,Jon Garaño,2,1974-11-18,,[],Directing,"Donostia, Gipuzkoa, Euskal Herria",0.864,"Jon Garaño (San Sebastian, 1974) is a Basque filmmaker. He is a member of the film production company Moriarti."
1170171,person,nm2014242,Jorge Gil Munarriz,2,,,[],Directing,"Legazpi, Gipuzkoa, Euskal Herria",0.843,"Jorge Gil Munarriz (Legazpi, 1981) is a Basque filmmaker. He is a member of the film production company Moriarti."
1116674,person,nm2039708,Carlos Amoedo,0,,,[],Production,,0.001,
1658652,person,nm7271801,Eneko Sagardoy,2,1994-01-17,,[],Acting,"Durango, Vizcaya, País Vasco, Spain",3.509,"Eneko Sagardoy is an actor and producer, known for Handia (2017), Errementari (2017) and Cuando dejes de quererme (2018)."
1428818,person,nm4807465,Paul Urkijo Alijo,2,1984-06-22,,[],Directing,"Vitoria-Gasteiz, Spain",0.626,"Spanish filmmaker Paul Urkijo Alijo was born in 1984 in Vitoria-Gasteiz, in the Basque Country. Since he was a child, he has been passionate about cinema, literature and comics. A great fan of mythology and traditional tales, he has a predilection for the fantasy genre. After graduating in Fine Arts in 2008, he began to devote himself professionally to illustration and the direction of short films. In 2016, he wrote, produced and directed Errementari, his first feature film, followed by Irati, from 2023."
1334529,person,nm3899534,Celia de Molina,0,,,[],Acting,,0.981,
74942,person,nm0422998,Lucía Jiménez,1,1978-11-21,,[],Acting,"Segovia, Segovia, Castilla y León, Spain",2.073,"​From Wikipedia, the free encyclopedia.  Lucía Jiménez  (born November 21, 1978), is a Spanish actress.  She started with a David Trueba movie, La Buena Vida, and she became very popular thanks to the TV series Al salir de clase.  Description above from the Wikipedia article Lucía Jiménez, licensed under CC-BY-SA, full list of contributors on Wikipedia"
1042765,person,nm0885219,Arturo Valls,2,1975-03-24,,['Arturo Antón Valls Mollà'],Acting,"València, Comunitat Valenciana, Spain",4.768,"Nació en el barrio de La Punta (Valencia). Estudió en el instituto San Vicente Ferrer. Comenzó la carrera de Periodismo en Valencia, la cual abandonó cuando empezó como reportero en una televisión local de Valencia (Valencia Te Ve), un magacine presentado por Laura Pérez Vehí llamado ""La luna de Valencia"", y teniendo como compañera de programa a Carmen Alcayde. Su debut en una televisión nacional fue en 1996, como reportero en la primera etapa de Caiga Quien Caiga, que presentaba Wyoming. Una vez que finalizó el programa en 2002, fue fichado por la FORTA, donde presentó el programa X cuánto?, que se emitió en varias cadenas autonómicas españolas como Telemadrid o Canal 9 y posteriormente presentó el espacio de zapping Licencia para mirar, donde protagonizó monólogos y sketches. Más tarde colaboraría con Florentino Fernández y Nuria Roca en el programa de humor UHF de Antena 3. Después presentó durante un corto espacio de tiempo Los Más, junto a Silvia Jato. Finalmente, recaló de nuevo en Telecinco, sustituyendo durante unos meses a Jesús Vázquez como presentador del concurso Allá tú. También participó en la serie Gominolas, que solo duró 7 capítulos en antena. Ha intervenido ocasionalmente en capítulos de varias series televisivas como Un paso adelante, 7 vidas y Aída. Por otra parte, ha desarrollado su faceta de actor en la gran pantalla en las películas El corazón del guerrero y Torrente 2: Misión en Marbella. Fue Jesús Quesada en Camera Café y posteriormente interpretó al mismo personaje en ¡Fibrilando! También colaboró esporádicamente en Muchachada Nui. En 2008 filmó la película 8 citas junto a Fernando Tejero entre otros. En diciembre de 2009 estrena el programa Vaya tropa en Cuatro, que es retirado poco después por sus bajos índices de audiencia. En julio de 2010 protagoniza la parodia La isla de los nominados y en el verano de 2011 ficha por Antena 3 para presentar el concurso ¡Ahora caigo!, concurso que en su primera emisión se hizo con el liderato de la noche y con el minuto de oro, siendo un gran triunfo.1 Tras aparecer como invitado especial en la primera edición del programa Tu cara me suena, desde el 1 de octubre de 2012 hasta el 11 de febrero de 2013 formó parte de la segunda edición, donde se clasificó como tercer finalista. El 23 de octubre de 2012 Arturo Valls presentó junto a Patricia Conde la gala de los Neox Fan Awards en Neox.2 El 18 de enero de 2013, Arturo Valls fue confirmado como presentador de Splash: famosos al agua, programa emitido por Antena 3. El 24 de septiembre de 2013 Arturo Valls volvió a presentar la segunda edición de los Neox Fan Awards en Neox junto a Anna Simon. Desde el 15 de noviembre de 2013 presenta en el prime time de los viernes de Antena 3 el concurso de cómicos Me resbala. El 28 de noviembre de 2013 volvió como invitado al programa Tu cara me suena imitando a Miley Cyrus."
