tmdb_id,tmdb_type,imdb_id,Name,Gender,Birthday,Deathday,AKA,Department,Place_birth,Popularity,Biography
18793,person,nm0001085,Kieran Culkin,2,1982-09-30,,"['키어런 컬킨', 'Kieran Kyle Culkin', '基倫·考克金', 'קירן קייל קאלקין']",Acting,"New York City, New York, USA",17.026,"Kieran Kyle Culkin (born September 30, 1982) is an American film, television, and theatre actor. Brother of actors Macaulay and Rory, he began his career as a child actor in the 1990s. He achieved a breakthrough by starring in the film Igby Goes Down (2002), for which he was nominated for his first Golden Globe Award, as well as winning a Critics' Choice Movie Award and a Satellite Award. Another notable film role of his is Wallace Wells in Scott Pilgrim vs The World (2010). From 2018 to 2023, his portrayal of the immature and troubled Roman Roy in HBO tragicomedy Succession secured him 3 Golden Globe Awards nominations and a win, as well as 2 Primetime Emmy nominations and a win."
819,person,nm0001570,Edward Norton,2,1969-08-18,,"[' Edward Harrison ', 'Ed Norton', 'เอ็ดเวิร์ด นอร์ตัน', 'エドワード・ノートン', 'إدوارد نورتون', '에드워드 노튼', 'Edward Harrison Norton', 'אדוארד נורטון', 'ادوارد نورتون', '艾德華·諾頓']",Acting,"Boston, Massachusetts, USA",32.305,"Edward Harrison Norton (born August 18, 1969) is an American actor and filmmaker. He has received numerous awards and nominations, including a Golden Globe Award and three Academy Award nominations.  Born in Boston, Massachusetts and raised in Columbia, Maryland, Norton was drawn to theatrical productions at local venues as a child. After graduating from Yale College in 1991, he worked for a few months in Japan before moving to New York City to pursue an acting career. He gained immediate recognition and critical acclaim for his debut in Primal Fear (1996), which earned him a Golden Globe for Best Supporting Actor and an Academy Award nomination in the same category. His role as a reformed neo-Nazi in American History X (1998) earned him an Academy Award nomination for Best Actor. He also starred in the film Fight Club (1999), which garnered a cult following.  Norton emerged as a filmmaker in the 2000s. He established the production company Class 5 Films in 2003, and was director or producer of the films Keeping the Faith (2000), Down in the Valley (2005), and The Painted Veil (2006). He continued to receive critical acclaim for his acting roles in films such as The Score (2001), 25th Hour (2002), The Illusionist (2006), Moonrise Kingdom (2012), and The Grand Budapest Hotel (2014). His biggest commercial successes have been Red Dragon (2002), Kingdom of Heaven (2005), The Incredible Hulk (2008), and The Bourne Legacy (2012). For his role in the black comedy Birdman (2014), Norton earned another Academy Award nomination for Best Supporting Actor."
1266686,person,nm5426973,Yura Borisov,2,1992-12-08,,"['Yuri Borisov', 'Yury Borisov', 'Юра Борисов', 'Yuriy Borisov']",Acting,"Reutov, Moscow oblast, Russia",25.58,"Yuri Alexandrovich ""Yura"" Borisov (born December 8, 1992) is a Russian actor. GQ Russia chose him as Actor of the Year in 2020. He was the winner of the Golden Eagle Award in 2021. In 2024, he played Igor in the Palme d'Or winning film Anora, directed by Sean Baker."
529,person,nm0001602,Guy Pearce,2,1967-10-05,,"['Guy Edward Pearce', '盖·爱德华·皮尔斯', 'Гай Едвард Пірс']",Acting,"Ely, Cambridgeshire, England, UK",34.778,"Guy Edward Pearce (born 5 October 1967) is an Australian actor and musician. He has received various accolades, including a Primetime Emmy Award and a nomination for an Academy Award, two Golden Globe Awards, and a BAFTA Award.  He started his career portraying Mike Young in the Australian television series Neighbours (1986–1989). Pearce received international attention for his breakout role in The Adventures of Priscilla, Queen of the Desert (1994). Subsequently, he starred as Ed Exley in Curtis Hanson's crime noir L.A. Confidential (1997) and a man suffering short-term memory loss in Christopher Nolan's psychological thriller Memento (2000).  He also acted in The Time Machine (2002), Bedtime Stories (2008), The Road (2009), The Hurt Locker (2009), The King's Speech (2010), and Lawless (2012). He portrayed Peter Weyland in Prometheus (2012) and Alien: Covenant (2017), Aldrich Killian in the Marvel action film Iron Man 3 (2013) and William Cecil in the biopic Mary Queen of Scots (2018). In Australian cinema, Pearce has acted in The Proposition (2005), Animal Kingdom (2010), and The Rover (2014). For his performance in The Brutalist(2024), he received a nomination for the Academy Award for Best Supporting Actor.  Since 2012, he has played the title role in the TV adaptations of the Jack Irish stories by Australian crime writer Peter Temple. Pearce starred in the HBO miniseries Mildred Pierce (2011) and Mare of Easttown. The former won him a Primetime Emmy Award for Outstanding Supporting Actor.  Description above from the Wikipedia article Guy Pearce, licensed under CC-BY-SA, full list of contributors on Wikipedia."
239271,person,nm0834989,Jeremy Strong,2,1978-12-25,,"['Τζέρεμι Στρονγκ', '제레미 스트롱', '杰里米·斯特朗', '傑里米·斯特朗']",Acting,"Boston, Massachusetts, USA",10.857,"Jeremy Strong (born December 25, 1978) is an American actor. He is best known for his role as Kendall Roy in the HBO television series Succession (2018–2023), for which he has won a Primetime Emmy Award for Outstanding Lead Actor in a Drama Series in 2020 and the Golden Globe Award for Best Actor – Television Series Drama in 2022. Time magazine named him one of the 100 most influential people in the world in 2022.  Strong started his acting career at Yale School of Drama. After briefly studying at both the Royal Academy of Dramatic Arts in London and the Steppenwolf Theatre Company in Chicago he acted in various plays at the Williamstown Theatre Festival. His first off-Broadway performance was in John Patrick Shanley's Defiance in 2006. His Broadway debut came portraying Richard Rich, 1st Baron Rich in 2008 revival of A Man for All Seasons. That same year Strong made his film debut in Humboldt County.  Strong has since appeared in a number of acclaimed films portraying real life people such as John George Nicolay in Steven Spielberg's Lincoln (2012), Lee Harvey Oswald in Peter Landesman's Parkland (2013), James Reeb in Ava DuVernay's Selma (2014), and Jerry Rubin in Aaron Sorkin's The Trial of the Chicago 7 (2020). He has also appeared in Kathryn Bigelow's Zero Dark Thirty (2012), Adam McKay's The Big Short (2015), Sorkin's Molly's Game (2017) and Armageddon Time (2022).  Description above from the Wikipedia article Jeremy Strong, licensed under CC-BY-SA, full list of contributors on Wikipedia."
8691,person,nm0757855,Zoe Saldaña,1,1978-06-19,,"['Zoë Saldana', 'Zoë Saldaña', 'زوي سالدانا', 'ゾーイ・サルダナ', 'โซอี ซัลดานา', '佐伊·索尔达娜', 'Ζόι Σαλντάνα', 'Zoe Yadira Saldaña-Perego', 'Zoe Yadira Saldaña Nazario', 'Zoe Saldana', '조이 샐다나', 'זואי סלדנה-פרגו']",Acting,"Passaic, New Jersey, USA",43.683,"Zoë Yadira Saldaña-Perego (born June 19, 1978) is an American actress. Known primarily for her work in science fiction film franchises, she has appeared in the three highest-grossing films of all time (Avatar, Avatar: The Way of Water and Avengers: Endgame), a feat not achieved by any other performer. Films she has appeared in have grossed more than $14 billion worldwide and, as of 2023, she is the second-highest-grossing film actress, and the fourth actor overall. Time magazine named her one of the 100 most influential people in the world in 2023.  A trained dancer, Saldaña began her acting career in two 1999 episodes of Law & Order. Her first film role was in Center Stage (2000) in which she played a ballet dancer. She received early recognition for her work opposite Britney Spears in the road film Crossroads (2002). Beginning in 2009, Saldaña achieved a career breakthrough with her roles as Nyota Uhura in the Star Trek film series and Neytiri in James Cameron's Avatar film series. She portrayed Gamora in the Marvel Cinematic Universe, from Guardians of the Galaxy (2014) to Guardians of the Galaxy Vol. 3 (2023). In addition to franchise work, Saldaña has starred in the science fiction film The Adam Project and the romantic drama miniseries From Scratch, both for Netflix in 2022."
226001,person,nm3812858,Ariana Grande,1,1993-06-26,,['Ariana Grande-Butera'],Acting,"Boca Raton, Florida, USA",28.236,"Ariana Grande-Butera (born June 26, 1993) is an American singer, songwriter, and actress. Regarded as a pop icon and an influential figure in popular music, she is noted for her four-octave vocal range and her signature use of the whistle register. Her personal life and music have been the subject of widespread media attention. Grande has received numerous accolades throughout her career, including two Grammy Awards, one Brit Award, one Bambi Award, two Billboard Music Awards, three American Music Awards, nine MTV Video Music Awards, and 30 Guinness World Records. Grande began her music career at age 15 in 2008 Broadway musical 13. She rose to fame for playing Cat Valentine in the Nickelodeon television series Victorious (2010–2013) and Sam & Cat (2013–2014). Grande signed with Republic Records in 2011 after label executives viewed YouTube videos of her covering songs. Her 1950s doo-wop-influenced pop and R&B debut album, Yours Truly (2013), topped the US Billboard 200, while it is the lead single, ""The Way"", reached the top ten of the US Billboard Hot 100. She continued to explore pop and R&B in her second and third studio albums, My Everything (2014) and Dangerous Woman (2016). Dangerous Woman became her first of four consecutive number-one albums in the UK. Personal struggles influenced her trap-infused fourth and fifth studio albums, Sweetener (2018) and Thank U, Next (2019). Sweetener won the Grammy Award for Best Pop Vocal Album, and Thank U, Next broke the record for the largest streaming week for a pop album and was nominated for Album of the Year. The singles ""Thank U, Next"", ""7 Rings"", and ""Break Up with Your Girlfriend, I'm Bored"" made Grande the first solo artist to hold the top three spots on the Hot 100 simultaneously and the first woman to succeed herself at the top of the UK Singles Chart. In 2020 Ariana collaborate on ""Rain on Me"" with Lady Gaga who win the Grammy Award for Best Pop Duo/Group Performance. Grande expanded on the trap genre with her sixth studio album, Positions (2020), which both the album and its title track debuted at number one in the UK and the US. Her collaborations with The Weeknd on the remixes of ""Save Your Tears"" and ""Die For You"" garnered her sixth and seventh US number-one singles, respectively. In 2024, she earned another two number one singles with the high anticipated releases of “Yes And?” & We Can’t Be Friends both on her 7th studio Album “Eternal Sunshine.” She also made her acting return playing Glinda in the broadway adaptation of Wicked: Wicked Part 1."
6588,person,nm0000618,Isabella Rossellini,1,1952-06-18,,"['Isabella Fiorella Elettra Giovanna Rossellini', 'Isabella F. E. G. Rossellini', '이사벨라 로셀리니', '伊莎貝拉·羅塞里尼']",Acting,"Rome, Lazio, Italy",21.238,"Isabella Fiorella Elettra Giovanna Rossellini (born June 18, 1952) is an Italian actress, filmmaker, author, philanthropist, and model. Rossellini is noted for her 14-year tenure as a Lancôme model, and for her roles in films such as Blue Velvet and Death Becomes Her."
1525043,person,nm4834815,Monica Barbaro,1,1990-06-17,,[],Acting,"San Francisco, California, USA",29.55,"Monica Barbaro (born June 17, 1990) is an American actress. She grew up in the San Francisco Bay Area and began her career as a ballet dancer, ultimately giving it up to pursue acting. She portrayed the character of Yael on the second season of the Lifetime television series UnREAL. Yael was also known as ""Hot Rachel,"" a nemesis to the character portrayed by Shiri Appleby. Following her work on UnREAL, Barbaro joined the cast as a lead of the new NBC legal drama Chicago Justice, an entry in Dick Wolf's Chicago franchise, where she portrayed Anna Valdez, a well-educated, whip-smart, quick-tongued and sharp-witted Assistant State’s Attorney. Barbaro plays the recurring role of Lisa Apple, Martin's new girlfriend, in the ABC sitcom Splitting Up Together. She had her first lead role in the viral short film It's not about the Nail."
72855,person,nm0428065,Felicity Jones,1,1983-10-17,,"['Felicity Rose Hadley Jones', '菲丽希缇·琼斯', 'Фелисити Джонс', 'フェリシティ・ジョーンズ', '펄리시티 존스', 'فيليسيتي جونز', '펠리시티 존스', 'Φελίσιτι Τζόουνς', 'フェリシティ・ローズ・ハドリー・ジョーンズ', '費莉絲蒂·瓊斯']",Acting,"Birmingham, West Midlands, England, UK",34.786,"Felicity Rose Hadley Jones (born 17 October 1983) is an English actress. She began her professional acting career as a child, appearing in The Treasure Seekers (1996) at age 12. She went on to play Ethel Hallow for one series of the television series The Worst Witch (1998). In 2008, she appeared in the Donmar Warehouse production of The Chalk Garden.  Since 2006, Jones has appeared in the films Northanger Abbey (2007), Brideshead Revisited (2008), Chéri (2009), The Tempest (2010), The Amazing Spider-Man 2(2014), and True Story (2015). She received praise for her performances in the romantic drama Like Crazy (2011) and the biopic The Theory of Everything (2014). Her portrayal of Jane Hawking in the latter earned her nominations for the BAFTA and the Academy Award for Best Actress.  In 2016, Jones starred in the thriller Inferno, the fantasy drama A Monster Calls, and the space opera Rogue One: A Star Wars Story as Jyn Erso. She has since portrayed Ruth Bader Ginsburg in the biopic On the Basis of Sex (2018). She has starred in the streaming films The Aeronauts (2019), The Midnight Sky (2020) and The Last Letter from Your Lover (2021), as well as the period drama The Brutalist (2024), which earned her a nomination for the Academy Award for Best Supporting Actress.  Description above from the Wikipedia article Felicity Jones, licensed under CC-BY-SA, full list of contributors on Wikipedia."
55493,person,nm1227232,Brady Corbet,2,1988-08-17,,['Brady James Monson Corbet'],Acting,"Scottsdale, Arizona, USA",14.795,"Brady James Monson Corbet (/kɔːrˈbeɪ/; born August 17, 1988) is an American actor and filmmaker. Corbet started his career acting in films such as Thirteen (2003), Mysterious Skin (2004), Funny Games (2007), Martha Marcy May Marlene (2011), Melancholia (2011), and Clouds of Sils Maria (2014). He also acted in the fifth season of the action series 24 (2006) and the HBO miniseries Olive Kitteridge (2014).  Corbet made his film directorial debut with The Childhood of a Leader (2015). He has since directed the musical drama Vox Lux (2018) and the period epic The Brutalist (2024), for which he won the Silver Lion at the 81st Venice International Film Festival, Best Director at the 82nd Golden Globe Awards, and received Academy Award nominations for Best Director and Best Original Screenplay.  Description above from the Wikipedia article Brady Corbet, licensed under CC-BY-SA, full list of contributors on Wikipedia."
17496,person,nm0002191,Jacques Audiard,2,1952-04-30,,"['자크 오디아르', 'Žaks Odijārs', '자끄 오디아르', 'Жак Одиар']",Directing,"Paris, France",14.685,"Jacques Audiard (French: [ʒak odjaʁ]; born 30 April 1952; Paris) is a French film director, producer, and screenwriter. He is the son of Michel Audiard, also a film director and screenwriter. He has won both the César Award for Best Film and the BAFTA Award for Best Film Not in the English Language twice, in 2005 for The Beat That My Heart Skipped and in 2010 for A Prophet, as well as winning the Grand Prix at the Cannes Film Festival. His 2012 film Rust and Bone competed for the Palme d'Or at the 2012 Cannes Film Festival, was nominated for the BAFTA Award for Best Film Not in the English Language and the Golden Globe Award for Best Foreign Language Film, and won the BFI London Film Festival Award for Best Film. His 2015 film Dheepan won the Palme d'Or at the 2015 Cannes Film Festival."
118415,person,nm0048918,Sean Baker,2,1971-02-26,,"['숀 베이커', '辛貝克', 'Sean S. Baker']",Directing,"Summit, New Jersey, USA",14.753,"Sean Baker (born February 26, 1971) is an American filmmaker. He is best known for directing independent feature films about the lives of sex workers, including Take Out (2004), Starlet (2012), Tangerine (2015), The Florida Project (2017), Red Rocket (2021), and Anora (2024), the last of which won him the Palme d'Or at the 2024 Cannes Film Festival. He is also known for creating the Fox/IFC puppet sitcom Greg the Bunny (2002–2006) and its spin-offs."
1607016,person,nm0267287,Coralie Fargeat,1,1976-11-24,,['Корали Фаржеа'],Directing,"Paris, France",20.289,"Coralie Fargeat is a French film director and screenwriter. She gained international recognition with her 2017 debut feature film Revenge, for which she received awards from several independent film festivals. This was followed by her second feature, The Substance (2024), a satirical body horror film starring Demi Moore, screened in the main competition at the 2024 Cannes Film Festival, where Fargeat won the Best Screenplay award and received an Academy Award nomination for Best Director."
366,person,nm0003506,James Mangold,2,1963-12-16,,"['Τζέιμς Μάνγκολντ', '제임스 맨골드', 'Джеймс Мэнголд', 'James Allen Mangold']",Directing,"New York City, New York, USA",13.921,"James Allen Mangold (born December 16, 1963) is an American film director, producer, and screenwriter. Noted for his versatility in tackling a range of genres, Mangold made his debut as a film director with Heavy (1995) and is best known for the films Cop Land (1997), Girl, Interrupted (1999), Identity (2003), Walk the Line (2005), 3:10 to Yuma (2007), and two films in the X-Men franchise with The Wolverine (2013) and Logan (2017), the latter of which earned him a nomination for the Academy Award for Best Adapted Screenplay. He then directed the sports drama film Ford v Ferrari (2019), which earned him a nomination for the Academy Award for Best Picture, and directed and co-wrote Indiana Jones and the Dial of Destiny (2023), the fifth and final installment in the Indiana Jones series, and the Bob Dylan biopic A Complete Unknown (2024).  Description above from the Wikipedia article James Mangold, licensed under CC-BY-SA, full list of contributors on Wikipedia."
