tmdb_id;tmdb_type;imdb_id;Name;Gender;Birthday;Deathday;AKA;Department;Place_birth;Popularity;Biography
29259.0;person;nm0832011;Lewis Stone;2;1879-11-14;1953-09-12;['Lewis Shepard Stone', 'Lewis S. Stone', 'Mr. Lewis Stone'];Acting;Worcester, Massachusetts, USA;13.748;"From Wikipedia, the free encyclopedia  Lewis Shepard Stone (November 15, 1879 – September 12, 1953) was an American actor known for his role as Judge James Hardy in Metro-Goldwyn-Mayer's Andy Hardy film series and as an MGM contract player.  Born in Worcester, Massachusetts to Bertrand Stone and Philena Heald Ball, Lewis Stone's hair turned gray prematurely (reportedly by age 20). Lewis served in the United States Army in the Spanish–American War, then returned to a career as a writer. He soon began acting.  Stone was nominated for the Academy Award for Best Actor in 1929 for The Patriot. After that, he appeared in seven films with Greta Garbo, spanning both the silent and early sound periods. He played the role of Dr. Otternschlag in the Garbo film Grand Hotel, in which he utters the famous closing line: ""Grand Hotel. People coming. Going. Nothing ever happens.""  He played a larger role in the 1933 Garbo film Queen Christina. His appearance in the successful prison film The Big House furthered his career. He played adventurers in the dinosaur epic The Lost World (1925) with Wallace Beery and The Mask of Fu Manchu (1932) with Boris Karloff, and a police captain in Bureau of Missing Persons (1933). In 1937, Stone essayed the role which would become his most famous, that of Judge James Hardy in the Mickey Rooney Andy Hardy series. Stone appeared as the judge in fifteen movies, beginning with You're Only Young Once (1937).  Stone died in Hancock Park, Los Angeles on September 12, 1953, aged 73.  Lewis Stone was later honored with a star on the Hollywood Walk of Fame at 6524 Hollywood Blvd."
100047.0;person;nm0681933;Mary Pickford;1;1892-04-07;1979-05-29;['Baby Gladys', 'Gladys Marie Smith', 'Catherine Hennessey', 'Dorothy Nicholson', 'Gladys Nicholson', 'Baby Gladys Smith'];Acting;Toronto, Ontario, Canada;17.811;"Gladys Marie Smith (April 8, 1894 – May 29, 1979), known professionally as Mary Pickford, was a Canadian actress resident in the U.S., and also producer, screenwriter and film studio founder, who was a pioneer in the US film industry with a Hollywood career that spanned five decades.  Pickford alongside her future husband, actor-producer Douglas Fairbanks, founded Pickford–Fairbanks Studios and United Artists, and was one of the 36 founders of the Academy of Motion Picture Arts and Sciences. Pickford is considered to be one of the most recognisable women in history. Known as ""America's Sweetheart"" during the silent film era, she is named on the list of the AFI's 100 Years...100 Stars as the 24th-top female star from the Classical Hollywood Cinema era and the ""girl with the curls.""  Pickford was one of the Canadian pioneers in early Hollywood and a significant figure in the development of film acting. She was one of the earliest stars to be billed under her own name, and was one of the most popular actresses of the 1910s and 1920s, earning the nickname ""Queen of the Movies."" She is credited with having defined the ingénue type in cinema.  She was awarded the second Academy Award for Best Actress for her first sound film role in Coquette (1929). By the late 1920s, Pickford's career went into decline. She received an Academy Honorary Award in 1976 in consideration of her contributions to American cinema."
130385.0;person;nm0154183;Ruth Chatterton;1;1892-12-23;1961-11-25;[];Acting;New York City, New York, USA;8.744;Ruth Chatterton (December 24, 1892 – November 24, 1961) was an American stage, film, and television actress. She was at her most popular in the early to mid-1930s, and in the same era gained prominence as an aviator, one of the few female pilots in the United States at the time. In the late 1930s, Chatterton retired from film acting but continued her career on the stage. She had several TV roles beginning in the late 1940s and became a successful novelist in the 1950s.
13556.0;person;nm0173993;Betty Compson;1;1897-03-17;1974-04-18;['Eleanor Luicime Compson', 'ベティ・カンプソン'];Acting;Beaver, Utah, USA;12.553;Betty Compson (March 19, 1897 – April 18, 1974) was an American actress and film producer. Most famous in silent films and early talkies, she is best known in her performances in The Docks of New York and The Barker, the latter earning a nomination for the Academy Award for Best Actress.
1107369.0;person;nm0247074;Jeanne Eagels;1;1890-06-26;1929-10-03;['Eugenia Eagles'];Acting;;3.303;Born into a poor family in Kansas, Eagles ran off to join a traveling theatrical company at age 12, landed in New York, remade herself, became a chorine and a Ziegfeld Girl, studied acting and became a sought after theatrical name. As her heavy schedule – which soon included silent films – began to weigh on her, she self-medicated with pills, alcohol and possibly harder stuff.  Soon, after dozens of successful roles, she became a Broadway super-star playing Sadie Thompson in Somerset Maugham’s “Rain.” As her fame increased, so did her reputation for temperamental behavior and even unreliability.  She died on the night of October 3, 1929, aged 39. Her death was variously attributed to alcohol, sleeping pills and heroin.
1054643.0;person;nm0341464;Corinne Griffith;1;1894-11-21;1979-07-13;['Corinne Griffin'];Acting;Texarkana, Texas, USA;7.251;"​Griffith was born in Texarkana, Texas to John Lewis Griffin and Ambolina (Ambolyn) Ghio. She attended Sacred Heart Convent school in New Orleans and worked as a dancer before she began her acting career.  Griffith began her screen career at the Vitagraph Studios in 1916. She later moved to First National, where she became one of their most popular stars. In 1928, she had the starring role in The Garden of Eden. The next year, in 1929, Griffith received an Academy Award nomination for her role in The Divine Lady.  Griffith's first sound film, Lilies of the Field, was released in 1930. Griffith's voice did not record well (The New York Times stated that she ""talked through her nose""), and the film was a box office flop. After appearing in one more motion picture, the British film Lily Christine in 1932, she retired from acting. She returned to the screen in 1962 in the low-budget melodrama Paradise Alley, which received scant release."
29258.0;person;nm0522281;Bessie Love;1;1898-09-09;1986-04-26;['Juanita Horton'];Acting;Midland, Texas, USA;10.99;From Wikipedia, the free encyclopedia.  Bessie Love (September 10, 1898 – April 26, 1986) was an American motion picture actress who achieved prominence mainly in the silent films and early talkies.  With a small frame and delicate features, she played innocent young girls, flappers, and wholesome leading ladies. In addition to her acting career, she wrote the screenplay for the 1919 movie A Yankee Princess.  Description above from the Wikipedia article Bessie Love  licensed under CC-BY-SA,full list of contributors on Wikipedia.
72061.0;person;nm0515979;Frank Lloyd;2;1886-02-02;1960-08-10;['Frank William George Lloyd'];Directing;Glasgow, Scotland, UK;7.94;Frank Lloyd was a film director, scriptwriter and producer. Lloyd was among the founders of the Academy of Motion Picture Arts and Sciences, and its president from 1934 to 1935.  Frank Lloyd was Scotland's first Academy Award winner and is unique in film history having received three Oscar nominations in 1929 for his work on a silent film (The Divine Lady), a part-talkie (Weary River) and a full talkie (Drag). He won for The Divine Lady. He was nominated and won again in 1933 for his adaptation of Noel Coward's Cavalcade and received a further Best Director nomination in 1935 for perhaps his most successful film, Mutiny on the Bounty.
17753.0;person;nm0000859;Lionel Barrymore;2;1878-04-28;1954-11-15;['Lionel Herbert Blythe', 'Lionel Blythe'];Acting;Philadelphia, Pennsylvania, USA;15.187;"From Wikipedia, the free encyclopedia  Lionel Barrymore (born Lionel Herbert Blythe; April 28, 1878 – November 15, 1954) was an American actor of stage, screen and radio as well as a film director. He won an Academy Award for Best Actor for his performance in A Free Soul (1931), and remains best known to modern audiences for the role of villainous Mr. Potter in Frank Capra's 1946 film It's a Wonderful Life. He is also particularly remembered as Ebenezer Scrooge in annual broadcasts of A Christmas Carol during his last two decades. He is also known for playing Dr. Leonard Gillespie in MGM's nine Dr. Kildare films, a role he reprised in a further six films focussing solely on Gillespie and in a radio series entitled The Story of Dr. Kildare. He was a member of the theatrical Barrymore family."
145605.0;person;nm0064600;Harry Beaumont;2;1888-02-10;1966-12-22;[];Directing;Abilene, Kansas, USA;9.708;From Wikipedia  Harry Beaumont (February 10, 1888 – December 22, 1966) was an American film director, actor, and screenwriter. He worked for a variety of production companies including Fox, Goldwyn, Metro, Warner Brothers, and Metro-Goldwyn-Mayer.  Beaumont's greatest successes were during the silent film era, when he directed films including John Barrymore's Beau Brummel (1924) and the silent youth movie Our Dancing Daughters (1928), featuring Joan Crawford.  He then directed MGM's first talkie musical, The Broadway Melody (1929). The latter film won the Best Picture Academy Award that year, and Beaumont was nominated for Best Director.  Beaumont was married to actress Hazel Daly. The couple had twin daughters Anne and Geraldine, born in 1922.  On December 22, 1966, Beaumont died at St. John's Hospital in Santa Monica, California.[4] He was buried in Forest Lawn Memorial Park, Glendale.
129422.0;person;nm0191899;Irving Cummings;2;1888-10-08;1959-04-18;['Irving Caminsky'];Directing;New York City, New York, USA;9.9;
2428.0;person;nm0523932;Ernst Lubitsch;2;1892-01-28;1947-11-30;['Эрнст Любич', '에른스트 루비치'];Directing;Berlin, Germany;13.333;"Ernst Lubitsch (January 29, 1892 – November 30, 1947) was a German film director, producer, writer, and actor. His urbane comedies of manners gave him the reputation of being Hollywood's most elegant and sophisticated director; as his prestige grew, his films were promoted as having ""the Lubitsch touch"".  Lubitsch is best known for screwball comedies and romantic comedies, such as Trouble in Paradise (1932), Ninotchka (1939), The Shop Around the Corner (1940) and To Be or Not to Be (1942). While being escapist, his films often offer social commentary on human relationships and society in a satirical way.  Andrew Sarris in his influential book of film criticism The American Cinema: Directors and Directions 1929–1968 included him in the ""pantheon"" of the 14 greatest film directors who had worked in the United States."
124309.0;person;nm0002183;George Arliss;2;1868-04-09;1946-02-05;['George Augustus Andrews', 'Джордж Арлисс'];Acting;London, England, UK;8.722;From Wikipedia, the free encyclopedia  George Arliss (10 April 1868 – 5 February 1946) was an English actor, author, playwright and filmmaker who found success in the United States. He was the first British actor to win an Academy Award – which he won for his performance as Victorian-era British prime minister Benjamin Disraeli in Disraeli (1929), as well as the earliest-born actor to win the honour.
29260.0;person;nm0000891;Wallace Beery;2;1885-03-31;1949-04-15;['Wallace Fitzgerald Beery'];Acting;Clay County, Missouri, USA;11.689;From Wikipedia  Wallace Fitzgerald Beery (April 1, 1885 – April 15, 1949) was an American actor. He is best known for his portrayal of Bill in Min and Bill opposite Marie Dressler, his titular role in a series of films featuring the character Sweedie, and his titular role in The Champ, for which he won the Academy Award for Best Actor. Beery appeared in some 250 movies over a 36-year span.  He was the brother of actor Noah Berry.
112972.0;person;nm0002001;Maurice Chevalier;2;1888-09-12;1972-01-01;['Maurice Auguste Chevalier'];Acting;Paris, France;20.275;"Maurice Auguste Chevalier (September 12, 1888 – January 1, 1972) was a French actor, cabaret singer and entertainer. He is perhaps best known for his signature songs, including ""Livin' In The Sunlight"", ""Valentine"", ""Louise"", ""Mimi"", and ""Thank Heaven for Little Girls"" and for his films, including The Love Parade, The Big Pond, The Smiling Lieutenant, One Hour with You and Love Me Tonight. His trademark attire was a boater hat and tuxedo.  Chevalier was born in Paris. He made his name as a star of musical comedy, appearing in public as a singer and dancer at an early age before working in menial jobs as a teenager. In 1909, he became the partner of the biggest female star in France at the time, Fréhel. Although their relationship was brief, she secured him his first major engagement, as a mimic and a singer in l'Alcazar in Marseille, for which he received critical acclaim by French theatre critics. In 1917, he discovered jazz and ragtime and went to London, where he found new success at the Palace Theatre.  After this, he toured the United States, where he met the American composers George Gershwin and Irving Berlin and brought the operetta Dédé to Broadway in 1922. He developed an interest in acting and had success in Dédé. When talkies arrived, he went to Hollywood in 1928, where he played his first American role in Innocents of Paris. In 1930, he was nominated for the Academy Award for Best Actor for his roles in The Love Parade (1929) and The Big Pond (1930), which secured his first big American hits, ""You Brought a New Kind of Love to Me"" and ""Livin' in the Sunlight, Lovin' in the Moonlight"".  In 1957, he appeared in Love in the Afternoon, which was his first Hollywood film in more than 20 years. In 1958, he starred with Leslie Caron and Louis Jourdan in Gigi. In the early 1960s, he made eight films, including Can-Can in 1960 and Fanny the following year. In 1970, he made his final contribution to the film industry where he sang the title song of the Disney film The Aristocats.  Description above from the Wikipedia article Maurice Chevalier, licensed under CC-BY-SA, full list of contributors on Wikipedia."
29522.0;person;nm0172903;Ronald Colman;2;1891-02-08;1958-05-19;['Ronald Charles Colman '];Acting; Richmond, Surrey, England, UK;8.473;"British leading man of primarily American films, one of the great stars of the Golden Age. Raised in Ealing, the son of a successful silk merchant, he attended boarding school in Sussex, where he first discovered amateur theatre. He intended to attend Cambridge and become an engineer, but his father's death cost him the financial support necessary. He joined the London Scottish Regionals and at the outbreak of World War I was sent to France. Seriously wounded at the battle of Messines--he was gassed--he was invalided out of service scarcely two months after shipping out for France. Upon his recovery he tried to enter the consular service, but a chance encounter got him a small role in a London play. He dropped other plans and concentrated on the theatre, and was rewarded with a succession of increasingly prominent parts. He made extra money appearing in a few minor films, and in 1920 set out for New York in hopes of finding greater fortune there than in war-depressed England. After two years of impoverishment he was cast in a Broadway hit, ""La Tendresse"". Director Henry King spotted him in the show and cast him as Lillian Gish's leading man in The White Sister (1923). His success in the film led to a contract with Samuel Goldwyn, and his career as a Hollywood leading man was underway. He became a vastly popular star of silent films, in romances as well as adventure films. The coming of sound made his extraordinarily beautiful speaking voice even more important to the film industry. He played sophisticated, thoughtful characters of integrity with enormous aplomb, and swashbuckled expertly when called to do so in films like The Prisoner of Zenda (1937). A decade later he received an Academy Award for his splendid portrayal of a tormented actor in A Double Life (1947). Much of his later career was devoted to ""The Halls of Ivy"", a radio show that later was transferred to television ""The Halls of Ivy"" (1954). He continued to work until nearly the end of his life, which came in 1958 after a brief lung illness. He was survived by his second wife, actress Benita Hume, and their daughter Juliet Benita Colman."
1015599.0;person;nm0862546;Lawrence Tibbett;2;1896-11-15;1960-07-15;['Lawrence Mervil Tibbett'];Acting;Bakersfield, California, USA;2.226;American opera singer and actor.
88867.0;person;nm0790454;Norma Shearer;1;1902-08-10;1983-06-12;['Edith Norma Shearer', 'Queen Norma', 'Norma Sherer', 'The First Lady of MGM'];Acting;Montreal, Quebec, Canada;10.734;"From Wikipedia, the free encyclopedia.  Edith Norma Shearer (August 10, 1902 – June 12, 1983) was a Canadian-American actress. Shearer was one of the most popular actresses in North America from the mid-1920s through the 1930s. Her early films cast her as the girl next door, but for most of the Pre-Code film era, beginning with the 1930 film The Divorcee, for which she won an Oscar for Best Actress, she played sexually liberated women in sophisticated contemporary comedies. Later she appeared in historical and period films.  Unlike many of her MGM contemporaries, Shearer's fame declined steeply after retirement. By the time of her death in 1983, she was largely remembered at best for her ""noble"" roles in The Women, Marie Antoinette, and Romeo and Juliet. Shearer's legacy began to be re-evaluated in the 1990s with the publication of two biographies and the TCM (Turner Classic Movies) and VHS release of her films, many of them unseen since the implementation of the Production Code some sixty years before. Focus shifted to her pre-Code ""divorcee"" persona, and Shearer was rediscovered as ""the exemplar of sophisticated [1930's] woman-hood... exploring love and sex with an honesty that would be considered frank by modern standards"".  Simultaneously, Shearer's ten-year collaboration with portrait photographer George Hurrell and her lasting contribution to fashion through the designs of Adrian were also recognized.  Shearer is widely celebrated by some as one of cinema's feminist pioneers: ""the first American film actress to make it chic and acceptable to be single and not a virgin on screen"". In March 2008, two of her most famous pre-code films, The Divorcee and A Free Soul, were released on DVD.  Description above from the Wikipedia article Norma Shearer, licensed under CC-BY-SA, full list of contributors on Wikipedia."
145831.0;person;nm0007216;Nancy Carroll;1;1903-11-19;1965-08-06;['Ann Veronica LaHiff'];Acting;New York City, New York, USA;7.922;"Nancy Carroll (November 19, 1903 – August 6, 1965) was an American actress.She began her acting career in Broadway musicals. She became a successful actress in ""talkies"" because her musical background enabled her to play in the movie musicals of the 1930s. Her film debut was in Ladies Must Dress in 1927.  In 1928 she made eight films. One of them, Easy Come, Easy Go, co-starring Richard Dix, made her a star. She was nominated for the Academy Award for Best Actress in 1930 for The Devil's Holiday. Among her other films are Laughter (1930), Paramount on Parade (1930), Hot Saturday (1932) with Cary Grant and Randolph Scott, The Kiss Before the Mirror (1933) directed by James Whale, and Broken Lullaby aka The Man I Killed (1932) directed by Ernst Lubitsch.  Carroll retired from films in 1938, returned to the stage, and starred in the early television series The Aldrich Family in 1950. In the following year, she guest starred in the television version of The Egg and I, starring her daughter, Patricia Kirkland.  On August 6, 1965, she was found dead after failing to arrive at the theatre for a performance. The cause of her death was an aneurysm. She was 61 years old.  For her contributions to the motion picture industry, Nancy Carroll has a star on the Hollywood Walk of Fame at 1719 Vine Street."
19549.0;person;nm0001256;Greta Garbo;1;1905-09-18;1990-04-15;['Greta Gustafsson'];Acting;Stockholm, Stockholms län, Sweden;19.709;"Greta Garbo (born Greta Lovisa Gustafsson; 18 September 1905 – 15 April 1990) was a Swedish-American actress. Regarded as one of the greatest screen actresses, she was known for her melancholic, somber persona, her film portrayals of tragic characters, and her subtle and understated performances. For most of her career, she was the highest-paid actor or actress at MGM, making her for many years its ""premier prestige star."" Garbo was nominated three times for the Academy Award for Best Actress and in 1954, she was awarded an Academy Honorary Award ""for her luminous and unforgettable screen performances"". In 1999, the American Film Institute ranked Garbo fifth on its list of the greatest female stars of classic Hollywood cinema."
