tmdb_id,tmdb_type,imdb_id,Name,Gender,Birthday,Deathday,AKA,Department,Place_birth,Popularity,Biography
132999.0,person,nm0555296,Petra Martínez,1,1944-06-24,,['Petra Martínez Pérez'],Acting,"Jaén, Spain",4.405,
24974.0,person,nm0840772,Emma Suárez,1,1964-06-25,,['Emma Suárez Bodelón'],Acting,"Madrid, Madrid, Spain",7.282,"Emma Suárez did her first film when she was 15 and from then on shared her time between studying dramatic art and performing in plays, films and TV productions. However it was not until the 1990s that she began to make her worthiest appearances in films directed by Julio Medem (Vacas, La Ardilla Roja and Tierra), Juan Estelrich Jr.(La Vía Láctea and Pintadas), and especially Pilar Miró (El perro del hortelano and Tu nombre envenena mis sueños)."
2486761.0,person,nm6593670,Tarik Rmili,2,,,[],Acting,,0.558,
2480565.0,person,nm10814834,Nicolle García,1,,,[],Acting,,0.001,
2846747.0,person,nm11579814,Almudena Amor,1,1994-03-30,,[],Acting,"Madrid, Spain",18.958,"Almudena Amor was born on March 30, 1994 in Madrid, Spain. She is an actress, known for The Grandmother (2021) and The Good Boss (2021)."
1502664.0,person,nm4652014,Clara Roquet,1,,,[],Writing,,3.091,
1696531.0,person,nm2467575,Javier Marco,2,,,[],Directing,,0.509,"Javier Marco is a Spanish director, producer and editor.  His work has garnered several awards and screened at Palm Springs, Cleveland, FICG Guadalajara and Leeds. His short film ‘Uno’ (2018) won around one hundred awards including Grande Prêmio at Rio de Janeiro Curta Cinema and Le Grand Prix International at Brussels Short Film Festival, being eligible for consideration in the Live Action Short film category of the Academy Awards.  He also holds a bachelor’s degree in telecommunication engineering and a master degree in Film and Television.  He has been selected for Berlinale Talents 2020 and Reykjavik Talent Lab 2019."
1493049.0,person,nm1875669,David Martín de los Santos,0,,,[],Writing,,0.001,
592709.0,person,nm1254805,Manolo Solo,2,1964-01-01,,['Manuel Fernández Serrano'],Acting,"Algeciras, Cadiz, Spain",12.955,
16870.0,person,nm0119438,Celso Bugallo,2,1947-01-01,,[],Acting,,2.203,"Bugallo started in the world of acting in Logroño , where he lived for six years during his youth and was a member of the independent groups Lope de Rueda and Adefesio Studio Theatre , in addition to founding and directing JUBY ( United Youth Quarter Yague ) where he lived, and in 1976 won the National Award for Comedy Theatre with The altarpiece flautist of Jordi Teixidó.  Become one of the best stage actors of the national scene, Bugallo not made ​​his film debut until the age of 52 under the command of José Luis string in the language of butterflies . Since then reveals himself as one of the most talented side of national cinema thanks to titles like Los lunes al sol , of Fernando León de Aranoa , and the life that awaits you , from Manuel Gutiérrez Aragón.  One of the most familiar faces in the series and recent Galician films, although nationwide recognition he comes from the hand of Alejandro Amenábar , with its paper brother Ramón Sampedro in The Sea Inside , an interpretation that earned him a Goya Award for Best Supporting Actor Award and the Association of Spanish actors ( Actors' Union ).  Another big movie role he arrives with the film The Night of the Sunflowers (2006) and Amadeo, the end of the Civil Guard in a village in Castilla y León , where his performance is remarkable: embodies an experienced caiman, I incanecido in the art, imbued with humanity and finesse, and chooses not to comply with their duty of love for his daughter.  His recent work includes 53 days of Winter (2006), Shame (2007) and Courage (2009). Well as leading roles in Ashes Sky (2008) and Amador (2010), his second collaboration with Fernando León de Aranoa.  He has extensive experience in theater and founder of the theater companies Carrot Olympus and TE, well have belonged to other Galician and logroñesas companies. Performs various assemblies in Galicia between 1988 and 1992 . In 1995 he founded the AFAP ( Classroom Training Actors Pontevedra ), exclusively dedicated to the training of actors based on the theories of Stanislavsky and directed many productions, most represented in Galician, as Prelude to the theater, the damage it does snuff or Awakening"
100905.0,person,nm0016864,Fernando Albizu,2,,,[],Acting,,7.999,
226431.0,person,nm1155977,Nora Navas,1,1975-01-01,,[],Acting,"Barcelona, Catalonia, Spain",12.049,"Es una actriz de cine, teatro y televisión nacida en Barcelona (Cataluña). Estudió interpretación en el Institut del Teatre, en Barcelona. Debutó en la gran pantalla con la película 'Un banco en el parque' de Agustí Vila. También ha participado en diferentes filmes de gran repercusión como 'Pa Negre' de Agustí Villaronga, 'Tots volem el millor per ella' de Mar Coll y 'Felices 160' de Garcia Querejeta. Por 'Pa Negre' consiguió el Premio Gaudí, el Goya y la Conquilla de Plata a mejor actriz protagonista.  En la Televisión ha participado, principalmente, en series de la televisión de la televisión autonómica catalana TV3. Entre ellas 'El cor de la ciutat', 'Polseres Vermelles', 'Ventdelplà' y 'Porca Misèria'."
37946.0,person,nm0845209,Aitana Sánchez-Gijón,1,1968-11-05,,"['Aitana Sanchez Gijo', 'Aitana Sanchez Gijon', 'Aitana Sánchez Gijón', 'Aitana Sanchez-Gijon', 'Aitana Sánchez-Gijón de Angelis', 'Айтана Санчес-Хихон', '埃塔娜·桑切斯·吉永']",Acting,"Rome, Lazio, Italy",11.731,"From Wikipedia, the free encyclopedia  Aitana Sánchez-Gijón (born 5 November 1968 in Rome, Italy) is a Spanish-Italian film actress.  Best known for playing dramatic roles in Spain, Sánchez-Gijón is known in the United States for her portrayal of Victoria Aragon, a pregnant and abandoned Mexican-American winegrower's daughter who is helped by travelling salesman Paul Sutton (Keanu Reeves) in A Walk in the Clouds (1995). She has since built a reputation as an international star in films such as Manuel Gomez Pereira's Boca a Boca (1996), Bigas Luna's The Chambermaid on the Titanic (1997), Jaime Chavarri's Sus Ojos Se Cerraron (1998), Gabriele Salvatores' adaptation of the Niccolò Ammaniti novel I'm not scared (2003) and Brad Anderson's The Machinist (2004).  Description above from the Wikipedia article Aitana Sánchez-Gijón, licensed under CC-BY-SA, full list of contributors on Wikipedia."
2560224.0,person,nm9875384,Milena Smit,1,1996-10-04,,['ミレナ・スミット'],Acting,"Elche, Alicante, Spain",14.916,"Milena Smit was born on 5 October 1996 in Elche, Spain. She first started working in show business as a model when she was 15 years old. She worked in her home city and later moved to Madrid in search of career opportunities. Her father is Dutch.  She trained as an actress at the Cristina Rota acting school and was taught by Bernard Hiller, an acting coach of such actors as Leonardo DiCaprio and Cameron Diaz. Before becoming an actress, she was a waitress, shop assistant, babysitter, and information assistant on the subway.  Smit's first film appearances were in various short films such as Diagonales, Innermost, Chimichanga, and Adentro. In 2020, she appeared in her first feature film, Cross the Line, directed by David Victori with Mario Casas. For her work on the film, she was nominated at the Goya Awards for best new actress. The film's casting team discovered the actress via a social network: ""After much searching, we found Milena on Instagram. We fell in love with everything she had in common with the character.""  After her participation in Cross the Line, she was signed by Pedro Almodóvar for his film Parallel Mothers with Penélope Cruz and Aitana Sánchez-Gijón. In the film, Smit and Cruz play women who become pregnant by accident and befriend each other in the maternity ward. Both characters give birth to girls on the same day. On her performance in the film, director Almodóvar said: ""she has an emotional intelligence and a sincerity that are not learned in any school""; he also said her role in the 2020 film Cross the Line was ""overwhelming"". Smit received a Goya Award nomination for Best Supporting Actress for the role."
929712.0,person,nm0971346,Sonia Almarcha,1,1972-01-01,,[],Acting,"Pinoso, Spain",15.668,
112.0,person,nm0000949,Cate Blanchett,1,1969-05-14,,"['เคต บลานเชตต์', 'Catherine Élise Blanchett', 'கேத்தரின் எலிஸ் பிளான்செட்', '凯特·布兰切特饰']",Acting,"Melbourne, Victoria, Australia",86.33,"Catherine Elise Blanchett (born May 14, 1969) is an Australian actor and producer. Regarded as one of the best actresses of her generation, she is known for her versatile work across independent films, blockbusters, and the stage. Blanchett is the recipient of numerous accolades, including two Academy Awards, three British Academy Film Awards, three Screen Actors Guild Awards, and three Golden Globe Awards.  After graduating from the National Institute of Dramatic Art, Blanchett began her acting career on the Australian stage, taking on roles in Electra in 1992 and Hamlet in 1994. She came to international attention as Elizabeth I in the drama film Elizabeth (1998), for which she won the Golden Globe and BAFTA Award for Best Actress, and received her first of seven Academy Award nominations. Her portrayal of Katharine Hepburn in Martin Scorsese's The Aviator (2004) won her the Academy Award for Best Supporting Actress. She later won the Academy Award for Best Actress for playing a neurotic former socialite in Woody Allen's comedy-drama Blue Jasmine (2013). Blanchett's other Oscar-nominated roles include Notes on a Scandal (2006), I'm Not There (2007), Elizabeth: The Golden Age (2007), and Carol (2015). Her highest-grossing films include The Lord of the Rings (2001–2003) and The Hobbit (2012–2014) trilogies, The Curious Case of Benjamin Button (2008), Indiana Jones and the Kingdom of the Crystal Skull (2008), Cinderella (2015), Thor: Ragnarok (2017), and Ocean's 8 (2018).  Blanchett has performed in over 20 theatre productions. From 2008 to 2013, she and her husband, Andrew Upton, were the artistic directors of the Sydney Theatre Company. Some of her stage roles during that period were in revivals of A Streetcar Named Desire, Uncle Vanya and The Maids, garnering several theatre awards and nominations. She made her Broadway debut in 2017 in The Present, for which she received a Tony Award for Best Actress in a Play nomination. Blanchett has also received Emmy Award nominations for Outstanding Lead Actress in a Limited Series or Movie and Outstanding Limited Series as producer for the FX/Hulu historical drama miniseries Mrs. America (2020)."
74943.0,person,nm0600409,Daniel Monzón,2,1968-07-17,,['Daniel Monzon'],Directing,"Palma de Mallorca, Mallorca, Balearic Islands, Spain",2.138,"Daniel Monzón Jerez is a spanish director and writer and he was born in 1968 in Palma (Balearic Islands).  He is known for his films Heart of the Warrior (1999), The Kovak Box  (2006), Cell 211 (2009), El Niño (2014), Yucatán (2018) and Las leyes de la frontera (2021)."
3788.0,person,nm0346277,Jorge Guerricaechevarría,2,1964-11-30,,['Guerrica'],Writing,"Avilés, Asturias, Spain",1.98,
151162.0,person,nm0898063,Agustí Villaronga,2,1953-03-04,2023-01-22,"['Агусти Вильяронга', '아구스티 빌라론가', 'Agustí Villaronga Riutort']",Directing,"Palma de Mallorca, Spain",12.754,"Agustí Villaronga Riutort was a Spanish film director, screenwriter and actor."
2270947.0,person,nm2327950,Júlia de Paz,1,,,"['Júlia de Paz Solvas', 'Julia de Paz']",Directing,,0.153,
141967.0,person,nm0952583,Benito Zambrano,2,,,['Betino Zambrano'],Directing,,1.067,
1116672.0,person,nm2055719,Chelo Loureiro,0,,,[],Production,,0.001,
1170971.0,person,nm2805715,David Galán Galindo,2,,,[],Directing,,1.252,
1066407.0,person,nm5555636,Esaú Dharma,0,,,[],Directing,,0.001,
1170972.0,person,nm4591651,Pablo Vara,0,,,[],Directing,,0.001,
3382329.0,person,nm8228563,Fernando Alonso,2,,,[],Production,"São Paulo, São Paulo, Brazil",0.001,
2759804.0,person,nm8228564,Nelson Botter Jr.,2,,,[],Directing,"São Paulo, São Paulo, Brazil",0.001,
2006669.0,person,nm3799372,Anton Roebben,0,,,[],Production,,0.161,
1006856.0,person,nm0329666,Eric Goossens,0,,,[],Production,,0.001,
3372345.0,person,nm4083164,Diogo Carvalho,2,,,[],Acting,Portugal,0.001,
1133341.0,person,nm1968081,Nicolás Matji,0,,,['Nico Matji'],Production,,0.245,
1444067.0,person,nm3299019,Nuno Beato,2,1977-04-18,,[],Production,"Lisboa, Portugal",0.001,
2385195.0,person,nm5451297,Carla Pereira Docampo,1,,,['Carla Pereira'],Directing,,0.095,
1370979.0,person,nm1902902,Ramón Alòs,0,,,"['Ramón Alós Sánchez', 'Ramón Alós']",Directing,,0.001,
16437.0,person,nm0209364,Kiko de la Rica,2,1965-04-06,,[],Camera,"Bilbao, Spain",0.315,
1578866.0,person,nm1966322,Gris Jordana,0,,,[],Camera,,0.002,
1291116.0,person,nm1967127,Pau Esteve Birba,0,,,[],Camera,,0.062,
4376.0,person,nm0003900,José Luis Alcaine,2,1938-12-26,,"['J. Luis Alcaine', 'J.L. Alcaine', 'Jose Luis Alcaine', 'José Luís Alcaine']",Camera,"Tangier, Morocco",1.934,"José Luis Alcaine Escaño (born 26 December 1938) is a Spanish cinematographer. Educated in Tangier, he was the first cinematographer to use a fluorescent tube as key lighting in the 1970s. He has worked on films such as Belle Époque (Academy Award for Best Foreign Language Film, 1993), Two Much (1995), Blast from the Past (1999), and The Skin I Live In (2011). In this Spanish name, the first or paternal surname is Alcaine and the second or maternal family name is Escaño. He won the European Film Award for Best Cinematographer for Volver, and has received five Goya Awards for best cinematography."
6533.0,person,nm1275665,Fernando García,0,,,[],Costume & Make-Up,,0.001,
1466012.0,person,nm0082122,Clara Bilbao,1,,,[],Costume & Make-Up,"Bilbao, Spain",0.239,
1199579.0,person,nm2514701,Laura Renau,0,,,[],Art,,0.001,
1459419.0,person,nm5159658,Alba Sotorra,1,1980-05-22,,['Alba Sotorra Clua'],Directing,"Reus, Tarragona, Cataluña, Spain",4.255,"Alba Sotorra Clúa (Reus, Tarragona, May 22, 1980) is a film director, independent producer and Spanish video artist.  She studied for a degree in film production at the Complutense University of Madrid, and a Master's degree in Mediterranean Cultural Studies at the Rovira i Virgili University in Tarragona. She continues her professional video postgraduate training and has participated in several documentary workshops, including SOURCES2 through MEDIA (2008), Berlinale Talent Campus (2011), IDFA Academy (2012), Dok Leipzig NetLab (2013), Medimed Cross-media Training (2014) and Dok.Incubator (2014).  As an independent producer, she develops her work with experience in filming abroad. Her works present human stories from a personal point of view and intend to open spaces for reflection. She has worked around the world, in Afghanistan, Bosnia, Cuba, the United States, Guatemala, England, Iran, Pakistan, Puerto Rico, Turkey, Qatar, and Syria.  She has organized the «Espai Líquid», a video, music and performance festival in Tarragona and actively participates in the Ixmucane NGO in Guatemala that supports Mayan girls so they can study.  In 2015-2016 she worked on a transmedia project on climate engineering and also on a documentary about subversive maternities."
589111.0,person,nm2089231,Carles Torras,2,1974-03-26,,[],Directing,"Barcellona, Spagna",0.312,
144546.0,person,nm1532195,Miguel Ángel Lamata,0,,,[],Directing,,2.613,
28503.0,person,nm0583973,Luis Miñarro,2,,,['Lluís Miñarro'],Production,,0.606,
1258145.0,person,nm1857113,Sam Collyns,2,,,[],Production,,0.241,"Sam Collyns is an award-winning British film documentary producer and director. In a career that has spanned twenty years at the BBC and a further ten in the independent sector, Sam has won BAFTAs and Grierson awards as Executive Producer and Director. He has made a broad range of current affairs and contemporary history documentaries for all the UK’s main channels – as well as international broadcasters such as PBS Frontline, Al Jazeera, ARTE and ABC Australia."
2061344.0,person,nm0570603,Kathleen McInnis,0,,,[],Production,,0.001,
2826886.0,person,nm4386173,Arturo Dueñas,2,,,['Arturo Dueñas Herrero'],Directing,,0.001,
15604.0,person,nm0749593,Nacho Ruiz Capillas,2,,,[],Editing,,0.92,
939474.0,person,nm1626832,Antonio Frutos,2,,,[],Editing,,0.57,
15607.0,person,nm1255565,Jaume Roures,2,1950-01-01,,[],Production,"Barcelona, Cataluña, Spain",1.317,
1462270.0,person,nm0579057,Javier Méndez,2,,,['Javier Méndez Zori'],Production,,1.032,
952.0,person,nm0021948,Agustín Almodóvar,2,1955-05-25,,['Tinín Almodóvar'],Production,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain",6.288,"Agustín Almodóvar Caballero is a film producer and younger brother of filmmaker Pedro Almodóvar. He was born in Calzada de Calatrava and obtained a degree in chemistry from the Complutense University of Madrid. He began his career in film production as a messenger in Fernando Trueba's film Sé infiel y no mires con quién. In 1986, he and Pedro founded their own production company, El Deseo S.A. Through this company he has produced all of Pedro's films since 1986, and several French co-productions. He is a member of the Academy of Cinematographic Arts and Sciences of Spain."
93.0,person,nm0306088,Esther García,1,,,[],Production,"Cedillo de la Torre, Segovia, Spain",2.632,
1037597.0,person,nm0783896,Guillermo Sempere,2,,,[],Directing,,0.001,
1179662.0,person,nm1879213,Juan Moreno,2,1972-10-06,,[],Writing,,0.057,
25895.0,person,nm1086949,Koldo Zuazua,0,,,[],Production,,0.033,
1365519.0,person,nm2596211,Adrià Monés,0,,,[],Production,,1.198,
1128094.0,person,nm1028742,Ibon Cormenzana,2,1972-05-15,,['Ibon Cormenzana '],Production,"Portugalete, Biscay, Spain",1.998,
1269251.0,person,nm3882588,Ignasi Estapé,2,,,[],Production,,2.103,
1875055.0,person,nm3609890,Sandra Tapia Díaz,1,,,['Sandra Tapia'],Production,"Celrà, Girona, Spain",0.373,
118955.0,person,nm1872134,Tono Folguera,2,,,[' Antoni Folguera'],Production,,0.588,
984027.0,person,nm1439846,María Zamora,1,,,[],Production,,0.335,
1311771.0,person,nm0773524,Stefan Schmitz,0,,,[],Production,,0.001,
2435579.0,person,nm5652389,Benjamín Pérez,2,,,[],Costume & Make-Up,,0.001,"Benjamín Pérez is a spanish hairstylist known for his work on Mirage (2018), The  Body (2012), ¡Explota ,Explota! (2020) and Offering to the Storm (2020)."
1335126.0,person,nm0246692,Nacho Díaz,2,,,[],Costume & Make-Up,,0.271,
570388.0,person,nm0284645,Almudena Fonseca,0,,,[],Costume & Make-Up,,0.044,
1482130.0,person,nm0306323,Manolo García,2,,,['Manuel Garcia'],Costume & Make-Up,"Valencia, Spain",1.12,
25230.0,person,nm0812960,Karmele Soler,0,,,[],Costume & Make-Up,,0.87,
1223424.0,person,nm0012558,Elisabeth Adánez,0,,,[],Costume & Make-Up,,0.602,
1116673.0,person,nm3155308,Zeltia Montes,1,,,[],Sound,Spain,0.286,"Zeltia Montes is a Spanish Academy Award ""Goya"" winner for Best Original Score for the 2022 Oscar shortlisted movie The Good Boss, starring Javier Bardem, and a Goya nominated composer for Best Original Song for the 2016 Goya Best Documentary Delicate Balance. Zeltia composes music for film and TV with a passion for blending sampled sounds used in unique combinations with orchestral and electronic sounds. Her music been recognized by the Platino Awards for Iberoamerican Cinema, the Feroz Awards of the Spanish Press Association, the Spanish Cinema Writers Circle Awards, the Jerry Goldsmith Awards, the International Film Music Critics Association and the Hollywood Music in Media Awards among many others. Her recent credits include the musical movie Voy a Pasármelo Bien, starring Karla Souza, where she worked with the legendary rock band Hombres G, the thriller series The Gypsy Bride, directed by Paco Cabezas, whom she also collaborated with in the thriller Adiós, starring Mario Casas, the Netflix psychological thriller The Silence of the Marsh, starring Pedro Alonso, or the documentary Sad Hill Unearthed, starring Clint Eastwood and Ennio Morricone. She has recently completed The Wait by F. Javier Gutiérrez (Rings, Before the Fall) , Que Nadie Duerma from Antonio Mendez Esparza (Life and Nothing More, Here and There) and the Netflix spin-off Bird Box Barcelona from the Pastor brothers (Carriers, The Last Days)."
405.0,person,nm0407076,Alberto Iglesias,2,1955-10-21,,[],Sound,"Donostia-San Sebastián, Guipúzcoa, País Vasco, Spain",3.918,"Alberto Iglesias Fernández-Berridi (born 21 October 1955) is a Spanish composer. He was first noticed as a score composer for Spanish films, mostly from Pedro Almodóvar and Julio Medem. His career became more international with time and he eventually started to work also in Hollywood. Since then, he has been nominated four times for an Academy Award for his work in the films The Constant Gardener (2005), The Kite Runner (2007), Tinker Tailor Soldier Spy (2011), and Parallel Mothers (2021). His other film credits include soundtracks for Steven Soderbergh's Che. and Hossein Amini's The Two Faces of January (2014). Iglesias also has worked for ballet and has done other classical music work."
1119139.0,person,nm1703899,Arnau Bataller,0,,,[],Sound,,1.116,
1179639.0,person,nm3040373,Isa Campo,1,,,[],Writing,,0.245,
1459948.0,person,nm0319781,Juanjo Giménez Peña,2,,,"['Juanjo Jiménez', 'Juanjo Jiménez Peña', 'Juanjo Giménez']",Directing,Spain,0.664,
2210551.0,person,nm1763735,Antonio Orozco,2,1972-11-23,,['Antonio José Orozco Ferrón'],Acting,"Barcelona, Spain",10.877,
1415400.0,person,nm1973421,Àngel Leiro,0,,,[],Directing,,0.001,
69412.0,person,nm0135056,Xavier Capellas,0,,,[],Sound,,1.051,
1011682.0,person,nm0302642,Balter Gallart,0,,,[],Art,,1.138,
3630.0,person,nm0351016,Antxón Gómez,2,,,"['Antxon Gómez', 'Antxon Gomez']",Art,,0.826,
17091.0,person,nm0531263,César Macarrón,0,,,[],Art,,0.561,
1276269.0,person,nm1395508,Albert Espel,2,,,[],Production,,0.001,
2545973.0,person,nm3722371,Kostas Sfakianakis,0,,,[],Production,,0.001,
25231.0,person,nm0349551,Luis Gutiérrez,0,,,[],Production,,0.001,
1311772.0,person,nm1920504,Guadalupe Balaguer Trelles,0,,,[],Production,,0.237,
114254.0,person,nm1531585,Verónica Echegui,1,1983-06-16,,"['Verónica Etxegui', 'Verónica Fernández Echegaray', 'Вероника Эчеги', 'ベロニカ・エチェーギ']",Acting,"Madrid, Spain",10.9,Verónica Echegui is a Spanish film and television actress.
1063319.0,person,nm1073929,Álex García,2,1981-11-14,,"['Alejandro Juan García Fernández', 'Álex García Fernández']",Acting,"La Laguna, Tenerife, Canary Islands, Spain",7.153,
